At. num | Sp. Name      | Ion Charge | El. Name     | Isoel. Seq. | Ground Shells (a)    | Ground Level       | Ionized Level                      |      Ionization Energy (b) (eV)       | References
     92 | U LII         |        +51 | Uranium      | Nb          | [Kr].4d5             | <5/2>              | 4d4 5D<0>                          |         (2938(4))                     |           L8672c99
     92 | U LIII        |        +52 | Uranium      | Zr          | [Kr].4d4             | 5D0                | 4d3 4F<3/2>                        |         (3073(4))                     |           L8672c99
     92 | U LIV         |        +53 | Uranium      | Y           | [Kr].4d3             | 4F<3/2>            | 4d2 3F<2>                          |         (3147(5))                     |           L8672c99
     92 | U LV          |        +54 | Uranium      | Sr          | [Kr].4d2             | 3F<2>              | 4d 2D<3/2>                         |         (3228(5))                     |           L8672c99
     92 | U LVI         |        +55 | Uranium      | Rb          | [Kr].4d              | 2D<3/2>            | 4p6 1S<0>                          |         (3301(5))                     |           L8672c99
     92 | U LVII        |        +56 | Uranium      | Kr          | [Ar].3d10.4s2.4p6    | 1S0                | 4p5 2P*<3/2>                       |         (3602(5))                     |           L8672c99
     92 | U LVIII       |        +57 | Uranium      | Br          | [Ar].3d10.4s2.4p5    | 2P*<3/2>           | 4p4 3P<2>                          |         (3675(6))                     |           L8672c99
     92 | U LIX         |        +58 | Uranium      | Se          | [Ar].3d10.4s2.4p4    | 3P<2>              | 4p3*<3/2>                          |         (3753(6))                     |           L8672c99
     92 | U LX          |        +59 | Uranium      | As          | [Ar].3d10.4s2.4p3    | *<3/2>             | 4p2 3P<0>                          |         (3827(7))                     |           L8672c99
     92 | U LXI         |        +60 | Uranium      | Ge          | [Ar].3d10.4s2.4p2    | 3P0                | 4p 2P*<1/2>                        |         (4214(10))                    |           L8672c99
     92 | U LXII        |        +61 | Uranium      | Ga          | [Ar].3d10.4s2.4p     | 2P*<1/2>           | 4s2 1S<0>                          |         (4299(10))                    |           L8672c99
     92 | U LXIII       |        +62 | Uranium      | Zn          | [Ar].3d10.4s2        | 1S0                | 4s 2S<1/2>                         |         (4510(10))                    |           L8672c99
     92 | U LXIV        |        +63 | Uranium      | Cu          | [Ar].3d10.4s         | 2S<1/2>            | 3d10 1S<0>                         |         [4598(5)]                     |             L10278
     92 | U LXV         |        +64 | Uranium      | Ni          | [Ar].3d10            | 1S0                | 3d9 2D<5/2>                        |         (7393(20))                    |           L8672c99
     92 | U LXVI        |        +65 | Uranium      | Co          | [Ar].3d9             | 2D<5/2>            | 3d8 3F<4>                          |         (7550(30))                    |           L8672c99
     92 | U LXVII       |        +66 | Uranium      | Fe          | [Ar].3d8             | 3F<4>              | 3d7 4F<9/2>                        |         (7730(40))                    |           L8672c99
     92 | U LXVIII      |        +67 | Uranium      | Mn          | [Ar].3d7             | 4F<9/2>            | 3d6 <4>                            |         (7910(40))                    |           L8672c99
     92 | U LXIX        |        +68 | Uranium      | Cr          | [Ar].3d6             | <4>                | 3d5 <5/2>                          |         (8090(50))                    |           L8672c99
     92 | U LXX         |        +69 | Uranium      | V           | [Ar].3d5             | <5/2>              | 3d4 5D<0>                          |         (8260(50))                    |           L8672c99
     92 | U LXXI        |        +70 | Uranium      | Ti          | [Ar].3d4             | 5D0                | 3d3 4F<3/2>                        |         (8650(60))                    |           L8672c99
     92 | U LXXII       |        +71 | Uranium      | Sc          | [Ar].3d3             | 4F<3/2>            | 3d2 3F<2>                          |         (8830(60))                    |           L8672c99
     92 | U LXXIII      |        +72 | Uranium      | Ca          | [Ar].3d2             | 3F<2>              | 3d 2D<3/2>                         |         (9030(70))                    |           L8672c99
     92 | U LXXIV       |        +73 | Uranium      | K           | [Ar].3d              | 2D<3/2>            | 3p6 1S<0>                          |         (9210(90))                    |           L8672c99
     92 | U LXXV        |        +74 | Uranium      | Ar          | [Ne].3s2.3p6         | 1S0                | 3p5 2P*<3/2>                       |         (9720(90))                    |           L8672c99
     92 | U LXXVI       |        +75 | Uranium      | Cl          | [Ne].3s2.3p5         | 2P*<3/2>           | 3p4 3P<2>                          |         (9870(100))                   |           L8672c99
     92 | U LXXVII      |        +76 | Uranium      | S           | [Ne].3s2.3p4         | 3P<2>              | 3p3 2P*<3/2>                       |        (10040(100))                   |           L8672c99
     92 | U LXXVIII     |        +77 | Uranium      | P           | [Ne].3s2.3p3         | 2P*<3/2>           | 3p2 3P<0>                          |        (10200(100))                   |           L8672c99
     92 | U LXXIX       |        +78 | Uranium      | Si          | [Ne].3s2.3p2         | 3P0                | 3p 2P*<1/2>                        |        (11410(100))                   |           L8672c99
     92 | U LXXX        |        +79 | Uranium      | Al          | [Ne].3s2.3p          | 2P*<1/2>           | 3s2 1S<0>                          |        (11600(100))                   |           L8672c99
     92 | U LXXXI       |        +80 | Uranium      | Mg          | [Ne].3s2             | 1S0                | 3s 2S<1/2>                         |        (11990(100))                   |           L8672c99
     92 | U LXXXII      |        +81 | Uranium      | Na          | [Ne].3s              | 2S<1/2>            | 2p6 1S<0>                          |        (12160(200))                   |           L8672c99
     92 | U LXXXIII     |        +82 | Uranium      | Ne          | 1s2.2s2.2p6          | 1S0                | 2p5 2P*<3/2>                       |        (25260(200))                   |           L8672c99
     92 | U LXXXIV      |        +83 | Uranium      | F           | 1s2.2s2.2p5          | 2P*<3/2>           | 2p4 3P<2>                          |        (25680(200))                   |           L8672c99
     92 | U LXXXV       |        +84 | Uranium      | O           | 1s2.2s2.2p4          | 3P<2>              | 2p2<1/2>.2p<3/2> (0,3/2)*<3/2>     |        (26150(200))                   |           L8672c99
     92 | U LXXXVI      |        +85 | Uranium      | N           | 1s2.2s2.2p3          | (0,3/2)*<3/2>      | 2p2 3P<0>                          |        (26590(200))                   |           L8672c99
     92 | U LXXXVII     |        +86 | Uranium      | C           | 1s2.2s2.2p2          | 3P0                | 2p 2P*<1/2>                        |        (31060(200))                   |           L8672c99
     92 | U LXXXVIII    |        +87 | Uranium      | B           | 1s2.2s2.2p           | 2P*<1/2>           | 2s2 1S<0>                          |        (31640(200))                   |           L8672c99
     92 | U LXXXIX      |        +88 | Uranium      | Be          | 1s2.2s2              | 1S0                | 2s 2S<1/2>                         |        (32400(300))                   |           L8672c99
     92 | U XC          |        +89 | Uranium      | Li          | 1s2.2s               | 2S<1/2>            | 1s2 1S<0>                          |        (32836.50(60))                 |          L16264c99
     92 | U XCI         |        +90 | Uranium      | He          | 1s2                  | 1S0                | 1s 2S<1/2>                         |       (129570.30(60))                 |             L12128
     92 | U XCII        |        +91 | Uranium      | H           | 1s                   | 2S<1/2>            |                                    |       (131821(3))                     |              L7188
     93 | Np I          |          0 | Neptunium    | Np          | [Rn].5f4.6d.7s2      | 6L<11/2>           | 5f4.6d.7s 7L<5>                    |             6.26550(25)               |             L15992
     93 | Np II         |         +1 | Neptunium    | U           | [Rn].5f4.6d.7s       | 7L<5>              | 5f5 6H*<5/2>                       |           [11.50(40)]                 |          L13741c99
     93 | Np III        |         +2 | Neptunium    | Pa          | [Rn].5f5             | 6H*<5/2>           | 5f4 5I<4>                          |           [19.70(40)]                 |          L13741c99
     93 | Np IV         |         +3 | Neptunium    | Th          | [Rn].5f4             | 5I<4>              | 5f3.6p6 4I*<9/2>                   |           [33.80(40)]                 |          L13741c99
     93 | Np V          |         +4 | Neptunium    | Ac          | [Rn].5f3             | 4I*<9/2>           | 5f2.6p6 3H<4>                      |           (48.0(19))                  |           L8672c99
     93 | Np VI         |         +5 | Neptunium    | Ra          | [Rn].5f2             | 3H<4>              | 5f.6p6 2F*<5/2>                    |           (65.0(20))                  |           L8672c99
     93 | Np VII        |         +6 | Neptunium    | Fr          | [Rn].5f              | 2F*<5/2>           | 5f.6p5                             |           (92(5))                     |               L582
     93 | Np VIII       |         +7 | Neptunium    | Rn          | [Hg].5f.6p5          |                    | 5f.6p4*                            |          (107(5))                     |               L582
     93 | Np IX         |         +8 | Neptunium    | At          | [Hg].5f.6p4          | *                  | 5f.6p3                             |          (121(6))                     |               L582
     93 | Np X          |         +9 | Neptunium    | Po          | [Hg].5f.6p3          |                    | 5f.6p2*                            |          (136(7))                     |               L582
     93 | Np XI         |        +10 | Neptunium    | Bi          | [Hg].5f.6p2          | *                  | 6p2 3P<0>                          |          (151(8))                     |               L582
     93 | Np XII        |        +11 | Neptunium    | Pb          | [Hg].6p2             | 3P0                | 6p 2P*<1/2>                        |          (179.0(25))                  |           L8672c99
     93 | Np XIII       |        +12 | Neptunium    | Tl          | [Hg].6p              | 2P*<1/2>           | 6s2 1S<0>                          |          (196(3))                     |           L8672c99
     93 | Np XIV        |        +13 | Neptunium    | Hg          | [Xe].4f14.5d10.6s2   | 1S0                | 6s 2S<1/2>                         |          (233(3))                     |           L8672c99
     93 | Np XV         |        +14 | Neptunium    | Au          | [Xe].4f14.5d10.6s    | 2S<1/2>            | 5d10 1S<0>                         |          (252(3))                     |           L8672c99
     93 | Np XVI        |        +15 | Neptunium    | Pt          | [Xe].4f14.5d10       | 1S0                | 5d9 2D<5/2>                        |          (355(3))                     |           L8672c99
     93 | Np XVII       |        +16 | Neptunium    | Ir          | [Xe].4f14.5d9        | 2D<5/2>            | 5d8 3F<4>                          |          (382(3))                     |           L8672c99
     93 | Np XVIII      |        +17 | Neptunium    | Os          | [Xe].4f14.5d8        | 3F<4>              | 5d7 4F<9/2>                        |          (408(3))                     |           L8672c99
     93 | Np XIX        |        +18 | Neptunium    | Re          | [Xe].4f14.5d7        | 4F<9/2>            | 5d6 5D<4>                          |          (438(3))                     |           L8672c99
     93 | Np XX         |        +19 | Neptunium    | W           | [Xe].4f14.5d6        | 5D<4>              | 5d5 6S<5/2>                        |          (466(4))                     |           L8672c99
     93 | Np XXI        |        +20 | Neptunium    | Ta          | [Xe].4f14.5d5        | 6S<5/2>            | 5d4 5D<0>                          |          (495(4))                     |           L8672c99
     93 | Np XXII       |        +21 | Neptunium    | Hf          | [Xe].4f14.5d4        | 5D0                | 5d3 4F<3/2>                        |          (535(4))                     |           L8672c99
     93 | Np XXIII      |        +22 | Neptunium    | Lu          | [Xe].4f14.5d3        | 4F<3/2>            | 5d2 3F<2>                          |          (565(4))                     |           L8672c99
     93 | Np XXIV       |        +23 | Neptunium    | Yb          | [Xe].4f14.5d2        | 3F<2>              | 5d 2D<3/2>                         |          (596(4))                     |           L8672c99
     93 | Np XXV        |        +24 | Neptunium    | Tm          | [Xe].4f14.5d         | 2D<3/2>            | 4f14 1S<0>                         |          (626(4))                     |           L8672c99
     93 | Np XXVI       |        +25 | Neptunium    | Er          | [Xe].4f14            | 1S0                | 4f14.5p5 2P*<3/2>                  |          (770(40))                    |               L582
     93 | Np XXVII      |        +26 | Neptunium    | Ho          | [Cd].4f14.5p5        | 2P*<3/2>           | 4f14.5p4 3P<2>                     |          (810(40))                    |               L582
     93 | Np XXVIII     |        +27 | Neptunium    | Dy          | [Cd].4f14.5p4        | 3P<2>              | 4f14.5p3 2P*<3/2>                  |          (850(40))                    |               L582
     93 | Np XXIX       |        +28 | Neptunium    | Tb          | [Cd].4f14.5p3        | 2P*<3/2>           | 4f14.5p2 3P<0>                     |          (880(40))                    |               L582
     93 | Np XXX        |        +29 | Neptunium    | Gd          | [Cd].4f14.5p2        | 3P0                | 4f14.5p 2P*<1/2>                   |          (980(50))                    |               L582
     93 | Np XXXI       |        +30 | Neptunium    | Eu          | [Cd].4f14.5p         | 2P*<1/2>           | 4f14 1S<0>                         |         (1020(50))                    |               L582
     93 | Np XXXII      |        +31 | Neptunium    | Sm          | [Cd].4f14            | 1S0                | 4f14.5s 2S<1/2>                    |         (1130(60))                    |               L582
     93 | Np XXXIII     |        +32 | Neptunium    | Pm          | [Kr].4d10.4f14.5s    | 2S<1/2>            | 4f14 1S<0>                         |         (1170(60))                    |               L582
     93 | Np XXXIV      |        +33 | Neptunium    | Nd          | [Kr].4d10.4f14       | 1S0                | 4f13 2F*<7/2>                      |         (1280(60))                    |               L582
     93 | Np XXXV       |        +34 | Neptunium    | Pr          | [Kr].4d10.4f13       | 2F*<7/2>           | 4f12                               |         (1360(70))                    |               L582
     93 | Np XXXVI      |        +35 | Neptunium    | Ce          | [Kr].4d10.4f12       |                    | 4f11 4I*<15/2>                     |         (1430(70))                    |               L582
     93 | Np XXXVII     |        +36 | Neptunium    | La          | [Kr].4d10.4f11       | 4I*<15/2>          | 4f10 5I<8>                         |         (1510(70))                    |               L582
     93 | Np XXXVIII    |        +37 | Neptunium    | Ba          | [Kr].4d10.4f10       | 5I<8>              | 4f9 6H*<15/2>                      |         (1590(80))                    |               L582
     93 | Np XXXIX      |        +38 | Neptunium    | Cs          | [Kr].4d10.4f9        | 6H*<15/2>          | 4f8 7F<6>                          |         (1670(80))                    |               L582
     93 | Np XL         |        +39 | Neptunium    | Xe          | [Kr].4d10.4f8        | 7F<6>              | 4f7 8S*<7/2>                       |         (1740(90))                    |               L582
     93 | Np XLI        |        +40 | Neptunium    | I           | [Kr].4d10.4f7        | 8S*<7/2>           | 4f6 7F<0>                          |         (1820(90))                    |               L582
     93 | Np XLII       |        +41 | Neptunium    | Te          | [Kr].4d10.4f6        | 7F0                | 4f5 6H*<5/2>                       |         (1910(100))                   |               L582
     93 | Np XLIII      |        +42 | Neptunium    | Sb          | [Kr].4d10.4f5        | 6H*<5/2>           | 4f4 5I<4>                          |         (1990(100))                   |               L582
     93 | Np XLIV       |        +43 | Neptunium    | Sn          | [Kr].4d10.4f4        | 5I<4>              | 4f3 4I*<9/2>                       |         (2070(100))                   |               L582
     93 | Np XLV        |        +44 | Neptunium    | In          | [Kr].4d10.4f3        | 4I*<9/2>           | 4f2 3H<4>                          |         (2140(100))                   |               L582
     93 | Np XLVI       |        +45 | Neptunium    | Cd          | [Kr].4d10.4f2        | 3H<4>              | 4f 2F*<5/2>                        |         (2200(100))                   |               L582
     93 | Np XLVII      |        +46 | Neptunium    | Ag          | [Kr].4d10.4f         | 2F*<5/2>           | 4d10 1S<0>                         |         (2310(100))                   |               L582
     93 | Np XLVIII     |        +47 | Neptunium    | Pd          | [Kr].4d10            | 1S0                | 4d9 2D<5/2>                        |         (2675(4))                     |           L8672c99
     93 | Np XLIX       |        +48 | Neptunium    | Rh          | [Kr].4d9             | 2D<5/2>            | 4d8 3F<4>                          |         (2745(4))                     |           L8672c99
     93 | Np L          |        +49 | Neptunium    | Ru          | [Kr].4d8             | 3F<4>              | 4d7 4F<9/2>                        |         (2817(4))                     |           L8672c99
     93 | Np LI         |        +50 | Neptunium    | Tc          | [Kr].4d7             | 4F<9/2>            | 4d6 5D<4>                          |         (2894(4))                     |           L8672c99
     93 | Np LII        |        +51 | Neptunium    | Mo          | [Kr].4d6             | 5D<4>              | 4d5 <5/2>                          |         (2969(4))                     |           L8672c99
     93 | Np LIII       |        +52 | Neptunium    | Nb          | [Kr].4d5             | <5/2>              | 4d4 5D<0>                          |         (3041(4))                     |           L8672c99
     93 | Np LIV        |        +53 | Neptunium    | Zr          | [Kr].4d4             | 5D0                | 4d3 4F<3/2>                        |         (3181(5))                     |           L8672c99
     93 | Np LV         |        +54 | Neptunium    | Y           | [Kr].4d3             | 4F<3/2>            | 4d2 3F<2>                          |         (3255(5))                     |           L8672c99
     93 | Np LVI        |        +55 | Neptunium    | Sr          | [Kr].4d2             | 3F<2>              | 4d 2D<3/2>                         |         (3338(5))                     |           L8672c99
     93 | Np LVII       |        +56 | Neptunium    | Rb          | [Kr].4d              | 2D<3/2>            | 4p6 1S<0>                          |         (3413(5))                     |           L8672c99
     93 | Np LVIII      |        +57 | Neptunium    | Kr          | [Ar].3d10.4s2.4p6    | 1S0                | 4p5 2P*<3/2>                       |         (3718(6))                     |           L8672c99
     93 | Np LIX        |        +58 | Neptunium    | Br          | [Ar].3d10.4s2.4p5    | 2P*<3/2>           | 4p4 3P<2>                          |         (3792(6))                     |           L8672c99
     93 | Np LX         |        +59 | Neptunium    | Se          | [Ar].3d10.4s2.4p4    | 3P<2>              | 4p3*<3/2>                          |         (3872(7))                     |           L8672c99
     93 | Np LXI        |        +60 | Neptunium    | As          | [Ar].3d10.4s2.4p3    | *<3/2>             | 4p2 3P<0>                          |         (3947(10))                    |           L8672c99
     93 | Np LXII       |        +61 | Neptunium    | Ge          | [Ar].3d10.4s2.4p2    | 3P0                | 4p 2P*<1/2>                        |         (4353(10))                    |           L8672c99
     93 | Np LXIII      |        +62 | Neptunium    | Ga          | [Ar].3d10.4s2.4p     | 2P*<1/2>           | 4s2 1S<0>                          |         (4441(10))                    |           L8672c99
     93 | Np LXIV       |        +63 | Neptunium    | Zn          | [Ar].3d10.4s2        | 1S0                | 4s 2S<1/2>                         |         (4658(20))                    |           L8672c99
     93 | Np LXV        |        +64 | Neptunium    | Cu          | [Ar].3d10.4s         | 2S<1/2>            | 3d10 1S<0>                         |         (4744(20))                    |           L8672c99
     93 | Np LXVI       |        +65 | Neptunium    | Ni          | [Ar].3d10            | 1S0                | 3d9 2D<5/2>                        |         (7610(30))                    |           L8672c99
     93 | Np LXVII      |        +66 | Neptunium    | Co          | [Ar].3d9             | 2D<5/2>            | 3d8 3F<4>                          |         (7770(40))                    |           L8672c99
     93 | Np LXVIII     |        +67 | Neptunium    | Fe          | [Ar].3d8             | 3F<4>              | 3d7 4F<9/2>                        |         (7950(40))                    |           L8672c99
     93 | Np LXIX       |        +68 | Neptunium    | Mn          | [Ar].3d7             | 4F<9/2>            | 3d6 <4>                            |         (8130(50))                    |           L8672c99
     93 | Np LXX        |        +69 | Neptunium    | Cr          | [Ar].3d6             | <4>                | 3d5 <5/2>                          |         (8310(50))                    |           L8672c99
     93 | Np LXXI       |        +70 | Neptunium    | V           | [Ar].3d5             | <5/2>              | 3d4 5D<0>                          |         (8480(60))                    |           L8672c99
     93 | Np LXXII      |        +71 | Neptunium    | Ti          | [Ar].3d4             | 5D0                | 3d3 4F<3/2>                        |         (8890(60))                    |           L8672c99
     93 | Np LXXIII     |        +72 | Neptunium    | Sc          | [Ar].3d3             | 4F<3/2>            | 3d2 3F<2>                          |         (9070(70))                    |           L8672c99
     93 | Np LXXIV      |        +73 | Neptunium    | Ca          | [Ar].3d2             | 3F<2>              | 3d 2D<3/2>                         |         (9270(90))                    |           L8672c99
     93 | Np LXXV       |        +74 | Neptunium    | K           | [Ar].3d              | 2D<3/2>            | 3p6 1S<0>                          |         (9450(90))                    |           L8672c99
     93 | Np LXXVI      |        +75 | Neptunium    | Ar          | [Ne].3s2.3p6         | 1S0                | 3p5 2P*<3/2>                       |         (9970(100))                   |           L8672c99
     93 | Np LXXVII     |        +76 | Neptunium    | Cl          | [Ne].3s2.3p5         | 2P*<3/2>           | 3p4 3P<2>                          |        (10130(100))                   |           L8672c99
     93 | Np LXXVIII    |        +77 | Neptunium    | S           | [Ne].3s2.3p4         | 3P<2>              | 3p3 2P*<3/2>                       |        (10300(100))                   |           L8672c99
     93 | Np LXXIX      |        +78 | Neptunium    | P           | [Ne].3s2.3p3         | 2P*<3/2>           | 3p2 3P<0>                          |        (10460(100))                   |           L8672c99
     93 | Np LXXX       |        +79 | Neptunium    | Si          | [Ne].3s2.3p2         | 3P0                | 3p 2P*<1/2>                        |        (11740(100))                   |           L8672c99
     93 | Np LXXXI      |        +80 | Neptunium    | Al          | [Ne].3s2.3p          | 2P*<1/2>           | 3s2 1S<0>                          |        (11930(100))                   |           L8672c99
     93 | Np LXXXII     |        +81 | Neptunium    | Mg          | [Ne].3s2             | 1S0                | 3s 2S<1/2>                         |        (12320(200))                   |           L8672c99
     93 | Np LXXXIII    |        +82 | Neptunium    | Na          | [Ne].3s              | 2S<1/2>            | 2p6 1S<0>                          |        (12500(200))                   |           L8672c99
     93 | Np LXXXIV     |        +83 | Neptunium    | Ne          | 1s2.2s2.2p6          | 1S0                | 2p5 2P*<3/2>                       |        (25870(200))                   |           L8672c99
     93 | Np LXXXV      |        +84 | Neptunium    | F           | 1s2.2s2.2p5          | 2P*<3/2>           | 2p4 3P<2>                          |        (26300(200))                   |           L8672c99
     93 | Np LXXXVI     |        +85 | Neptunium    | O           | 1s2.2s2.2p4          | 3P<2>              | 2p2<1/2>.2p<3/2> (0,3/2)*<3/2>     |        (26770(200))                   |           L8672c99
     93 | Np LXXXVII    |        +86 | Neptunium    | N           | 1s2.2s2.2p3          | (0,3/2)*<3/2>      | 2p2 3P<0>                          |        (27210(200))                   |           L8672c99
     93 | Np LXXXVIII   |        +87 | Neptunium    | C           | 1s2.2s2.2p2          | 3P0                | 2p 2P*<1/2>                        |        (31910(200))                   |           L8672c99
     93 | Np LXXXIX     |        +88 | Neptunium    | B           | 1s2.2s2.2p           | 2P*<1/2>           | 2s2 1S<0>                          |        (32500(300))                   |           L8672c99
     93 | Np XC         |        +89 | Neptunium    | Be          | 1s2.2s2              | 1S0                | 2s 2S<1/2>                         |        (33300(300))                   |           L8672c99
     93 | Np XCI        |        +90 | Neptunium    | Li          | 1s2.2s               | 2S<1/2>            | 1s2 1S<0>                          |        (33722.20(70))                 |          L16264c99
     93 | Np XCII       |        +91 | Neptunium    | He          | 1s2                  | 1S0                | 1s 2S<1/2>                         |       (132901.8(11))                  |             L10054
     93 | Np XCIII      |        +92 | Neptunium    | H           | 1s                   | 2S<1/2>            |                                    |       (135202(3))                     |              L7188
     94 | Pu I          |          0 | Plutonium    | Pu          | [Rn].5f6.7s2         | 7F0                | 5f6.7s 8F<1/2>                     |             6.02580(25)               |      L15992,L11260
     94 | Pu II         |         +1 | Plutonium    | Np          | [Rn].5f6.7s          | 8F<1/2>            | 5f6 7F<0>                          |           [11.50(40)]                 |          L13741c99
     94 | Pu III        |         +2 | Plutonium    | U           | [Rn].5f6             | 7F0                | 5f5 6H*<5/2>                       |           [21.00(40)]                 |          L13741c99
     94 | Pu IV         |         +3 | Plutonium    | Pa          | [Rn].5f5             | 6H*<5/2>           | 5f4 5I<4>                          |           [35.00(40)]                 |          L13741c99
     94 | Pu V          |         +4 | Plutonium    | Th          | [Rn].5f4             | 5I<4>              | 5f3.6p6 4I*<9/2>                   |           (49.0(19))                  |           L8672c99
     94 | Pu VI         |         +5 | Plutonium    | Ac          | [Rn].5f3             | 4I*<9/2>           | 5f3.6p5                            |           (80(4))                     |               L582
     94 | Pu VII        |         +6 | Plutonium    | Ra          | [Hg].5f3.6p5         |                    | 5f3.6p4*                           |           (95(5))                     |               L582
     94 | Pu VIII       |         +7 | Plutonium    | Fr          | [Hg].5f3.6p4         | *                  | 5f3.6p3                            |          (109(5))                     |               L582
     94 | Pu IX         |         +8 | Plutonium    | Rn          | [Hg].5f3.6p3         |                    | 5f3.6p2*                           |          (124(6))                     |               L582
     94 | Pu X          |         +9 | Plutonium    | At          | [Hg].5f3.6p2         | *                  | 5f2.6p2                            |          (139(7))                     |               L582
     94 | Pu XI         |        +10 | Plutonium    | Po          | [Hg].5f2.6p2         |                    | 5f.6p2*                            |          (159(8))                     |               L582
     94 | Pu XII        |        +11 | Plutonium    | Bi          | [Hg].5f.6p2          | *                  | 6p2 3P<0>                          |          (179(9))                     |               L582
     94 | Pu XIII       |        +12 | Plutonium    | Pb          | [Hg].6p2             | 3P0                | 6p 2P*<1/2>                        |          (200(3))                     |           L8672c99
     94 | Pu XIV        |        +13 | Plutonium    | Tl          | [Hg].6p              | 2P*<1/2>           | 6s2 1S<0>                          |          (219(3))                     |           L8672c99
     94 | Pu XV         |        +14 | Plutonium    | Hg          | [Xe].4f14.5d10.6s2   | 1S0                | 6s 2S<1/2>                         |          (258(3))                     |           L8672c99
     94 | Pu XVI        |        +15 | Plutonium    | Au          | [Xe].4f14.5d10.6s    | 2S<1/2>            | 5d10 1S<0>                         |          (278(3))                     |           L8672c99
     94 | Pu XVII       |        +16 | Plutonium    | Pt          | [Xe].4f14.5d10       | 1S0                | 5d9 2D<5/2>                        |          (389(3))                     |           L8672c99
     94 | Pu XVIII      |        +17 | Plutonium    | Ir          | [Xe].4f14.5d9        | 2D<5/2>            | 5d8 3F<4>                          |          (416(3))                     |           L8672c99
     94 | Pu XIX        |        +18 | Plutonium    | Os          | [Xe].4f14.5d8        | 3F<4>              | 5d7 4F<9/2>                        |          (444(3))                     |           L8672c99
     94 | Pu XX         |        +19 | Plutonium    | Re          | [Xe].4f14.5d7        | 4F<9/2>            | 5d6 5D<4>                          |          (474(4))                     |           L8672c99
     94 | Pu XXI        |        +20 | Plutonium    | W           | [Xe].4f14.5d6        | 5D<4>              | 5d5 6S<5/2>                        |          (503(4))                     |           L8672c99
     94 | Pu XXII       |        +21 | Plutonium    | Ta          | [Xe].4f14.5d5        | 6S<5/2>            | 5d4 5D<0>                          |          (532(4))                     |           L8672c99
     94 | Pu XXIII      |        +22 | Plutonium    | Hf          | [Xe].4f14.5d4        | 5D0                | 5d3 4F<3/2>                        |          (575(4))                     |           L8672c99
     94 | Pu XXIV       |        +23 | Plutonium    | Lu          | [Xe].4f14.5d3        | 4F<3/2>            | 5d2 3F<2>                          |          (605(4))                     |           L8672c99
     94 | Pu XXV        |        +24 | Plutonium    | Yb          | [Xe].4f14.5d2        | 3F<2>              | 5d 2D<3/2>                         |          (637(4))                     |           L8672c99
     94 | Pu XXVI       |        +25 | Plutonium    | Tm          | [Xe].4f14.5d         | 2D<3/2>            | 4f14 1S<0>                         |          (668(4))                     |           L8672c99
     94 | Pu XXVII      |        +26 | Plutonium    | Er          | [Xe].4f14            | 1S0                | 4f14.5p5 2P*<3/2>                  |          (820(40))                    |               L582
     94 | Pu XXVIII     |        +27 | Plutonium    | Ho          | [Cd].4f14.5p5        | 2P*<3/2>           | 4f14.5p4 3P<2>                     |          (850(40))                    |               L582
     94 | Pu XXIX       |        +28 | Plutonium    | Dy          | [Cd].4f14.5p4        | 3P<2>              | 4f14.5p3 2P*<3/2>                  |          (890(40))                    |               L582
     94 | Pu XXX        |        +29 | Plutonium    | Tb          | [Cd].4f14.5p3        | 2P*<3/2>           | 4f14.5p2 3P<0>                     |          (930(50))                    |               L582
     94 | Pu XXXI       |        +30 | Plutonium    | Gd          | [Cd].4f14.5p2        | 3P0                | 4f14.5p 2P*<1/2>                   |         (1030(50))                    |               L582
     94 | Pu XXXII      |        +31 | Plutonium    | Eu          | [Cd].4f14.5p         | 2P*<1/2>           | 4f14 1S<0>                         |         (1070(50))                    |               L582
     94 | Pu XXXIII     |        +32 | Plutonium    | Sm          | [Cd].4f14            | 1S0                | 4f14.5s 2S<1/2>                    |         (1180(60))                    |               L582
     94 | Pu XXXIV      |        +33 | Plutonium    | Pm          | [Kr].4d10.4f14.5s    | 2S<1/2>            | 4f14 1S<0>                         |         (1220(60))                    |               L582
     94 | Pu XXXV       |        +34 | Plutonium    | Nd          | [Kr].4d10.4f14       | 1S0                | 4f13 2F*<7/2>                      |         (1340(70))                    |               L582
     94 | Pu XXXVI      |        +35 | Plutonium    | Pr          | [Kr].4d10.4f13       | 2F*<7/2>           | 4f12                               |         (1420(70))                    |               L582
     94 | Pu XXXVII     |        +36 | Plutonium    | Ce          | [Kr].4d10.4f12       |                    | 4f11 4I*<15/2>                     |         (1500(70))                    |               L582
     94 | Pu XXXVIII    |        +37 | Plutonium    | La          | [Kr].4d10.4f11       | 4I*<15/2>          | 4f10 5I<8>                         |         (1580(70))                    |               L582
     94 | Pu XXXIX      |        +38 | Plutonium    | Ba          | [Kr].4d10.4f10       | 5I<8>              | 4f9 6H*<15/2>                      |         (1660(80))                    |               L582
     94 | Pu XL         |        +39 | Plutonium    | Cs          | [Kr].4d10.4f9        | 6H*<15/2>          | 4f8 7F<6>                          |         (1700(90))                    |               L582
     94 | Pu XLI        |        +40 | Plutonium    | Xe          | [Kr].4d10.4f8        | 7F<6>              | 4f7 8S*<7/2>                       |         (1820(90))                    |               L582
     94 | Pu XLII       |        +41 | Plutonium    | I           | [Kr].4d10.4f7        | 8S*<7/2>           | 4f6 7F<0>                          |         (1890(90))                    |               L582
